0.000000;N2;S-1;B00; Start()
0.812879;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.812879;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.812879;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.812879;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.812879;N2;S1;D08;    · I am NOT the TX destination (N3)
0.821006;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.821006;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.821006;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.821006;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.821006;N2;S1;E13;    · I am TXing. Do nothing.
0.821134;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.821134;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.821134;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.821134;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.821134;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.821134;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.821134;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.821134;N2;S1;D08;    · I am NOT the TX destination (N3)
0.834443;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.834443;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.834443;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.834443;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.834443;N2;S1;E13;    · I am TXing. Do nothing.
0.834475;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.834475;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.834475;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.834475;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.834475;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.834475;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.834475;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.834475;N2;S1;D08;    · I am NOT the TX destination (N3)
0.846128;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.846128;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.846128;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.846128;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.846128;N2;S1;E13;    · I am TXing. Do nothing.
0.846132;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.846132;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.846132;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.846132;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.846132;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.846132;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.846132;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.846132;N2;S1;D08;    · I am NOT the TX destination (N3)
0.849116;N2;S1;G00; myTXFinished()
0.849116;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.849116;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.849116;N2;S0;F00;  - Resuming backoff at 0.000014 s
0.849130;N2;S0;F00; endBackoff()
0.849130;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.849130;N2;S1;Z01;    · Computed TX duration: 0.009517 s
0.849130;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.849130;N2;S1;F04;    · Transmission of packet #65 started
0.849130;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.849130;N2;S1;H00;  - NACK of packet #65 received from N1 sent to a) N2 and b) N-1 with reason 2
0.849130;N2;S1;H02;  - I am implied in the NACK with packet id #65
0.849130;N2;S1;H02;  - Interference sensed in destination 1 is greater than its CCA!
0.849130;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.849130;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.858647;N2;S1;G00; myTXFinished()
0.858647;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.858647;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.858647;N2;S0;F00;  - Resuming backoff at 0.000075 s
0.858723;N2;S0;F00; endBackoff()
0.858723;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.858723;N2;S1;Z01;    · Computed TX duration: 0.018132 s
0.858723;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.858723;N2;S1;F04;    · Transmission of packet #66 started
0.858723;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.858723;N2;S1;H00;  - NACK of packet #66 received from N1 sent to a) N2 and b) N-1 with reason 2
0.858723;N2;S1;H02;  - I am implied in the NACK with packet id #66
0.858723;N2;S1;H02;  - Interference sensed in destination 1 is greater than its CCA!
0.858723;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.858723;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.862829;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.862829;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.862829;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.862829;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.862829;N2;S1;E13;    · I am TXing. Do nothing.
0.862840;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.862840;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.862840;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.862840;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.862840;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.862840;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.862840;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.862840;N2;S1;D08;    · I am NOT the TX destination (N3)
0.873384;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.873384;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.873384;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.873384;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.873384;N2;S1;E13;    · I am TXing. Do nothing.
0.873410;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.873410;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.873410;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.873410;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.873410;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.873410;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.873410;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.873410;N2;S1;D08;    · I am NOT the TX destination (N3)
0.875283;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.875283;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.875283;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.875283;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.875283;N2;S1;E13;    · I am TXing. Do nothing.
0.875353;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.875353;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.875353;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.875353;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.875353;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.875353;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.875353;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.875353;N2;S1;D08;    · I am NOT the TX destination (N3)
0.876855;N2;S1;G00; myTXFinished()
0.876855;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.876855;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.876855;N2;S0;F00;  - Resuming backoff at 0.000002 s
0.876857;N2;S0;F00; endBackoff()
0.876857;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.876857;N2;S1;Z01;    · Computed TX duration: 0.015405 s
0.876857;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.876857;N2;S1;F04;    · Transmission of packet #67 started
0.876857;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.876857;N2;S1;H00;  - NACK of packet #67 received from N1 sent to a) N2 and b) N-1 with reason 2
0.876857;N2;S1;H02;  - I am implied in the NACK with packet id #67
0.876857;N2;S1;H02;  - Interference sensed in destination 1 is greater than its CCA!
0.876857;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.876857;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.885306;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.885306;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.885306;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.885306;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.885306;N2;S1;E13;    · I am TXing. Do nothing.
0.885315;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.885315;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.885315;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.885315;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.885315;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.885315;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.885315;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.885315;N2;S1;D08;    · I am NOT the TX destination (N3)
0.892262;N2;S1;G00; myTXFinished()
0.892262;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.892262;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.892262;N2;S0;F00;  - Resuming backoff at 0.000108 s
0.892369;N2;S0;F00; endBackoff()
0.892369;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.892369;N2;S1;Z01;    · Computed TX duration: 0.007115 s
0.892369;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.892369;N2;S1;F04;    · Transmission of packet #68 started
0.892369;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.892369;N2;S1;H00;  - NACK of packet #68 received from N1 sent to a) N2 and b) N-1 with reason 2
0.892369;N2;S1;H02;  - I am implied in the NACK with packet id #68
0.892369;N2;S1;H02;  - Interference sensed in destination 1 is greater than its CCA!
0.892369;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.892369;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.897763;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.897763;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.897763;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.897763;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.897763;N2;S1;E13;    · I am TXing. Do nothing.
0.897780;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.897780;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.897780;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.897780;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.897780;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.897780;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.897780;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.897780;N2;S1;D08;    · I am NOT the TX destination (N3)
0.899485;N2;S1;G00; myTXFinished()
0.899485;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.899485;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.899485;N2;S0;F00;  - Resuming backoff at 0.000069 s
0.899553;N2;S0;F00; endBackoff()
0.899553;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.899553;N2;S1;Z01;    · Computed TX duration: 0.002637 s
0.899553;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.899553;N2;S1;F04;    · Transmission of packet #69 started
0.899553;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.899553;N2;S1;H00;  - NACK of packet #69 received from N1 sent to a) N2 and b) N-1 with reason 2
0.899553;N2;S1;H02;  - I am implied in the NACK with packet id #69
0.899553;N2;S1;H02;  - Interference sensed in destination 1 is greater than its CCA!
0.899553;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.899553;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.902190;N2;S1;G00; myTXFinished()
0.902190;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.902190;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.902190;N2;S0;F00;  - Resuming backoff at 0.000007 s
0.902197;N2;S0;F00; endBackoff()
0.902197;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.902197;N2;S1;Z01;    · Computed TX duration: 0.005552 s
0.902197;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.902197;N2;S1;F04;    · Transmission of packet #70 started
0.902197;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.902197;N2;S1;H00;  - NACK of packet #70 received from N1 sent to a) N2 and b) N-1 with reason 2
0.902197;N2;S1;H02;  - I am implied in the NACK with packet id #70
0.902197;N2;S1;H02;  - Interference sensed in destination 1 is greater than its CCA!
0.902197;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.902197;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.907750;N2;S1;G00; myTXFinished()
0.907750;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.907750;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.907750;N2;S0;F00;  - Resuming backoff at 0.000043 s
0.907793;N2;S0;F00; endBackoff()
0.907793;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.907793;N2;S1;Z01;    · Computed TX duration: 0.002436 s
0.907793;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.907793;N2;S1;F04;    · Transmission of packet #71 started
0.907793;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.907793;N2;S1;H00;  - NACK of packet #71 received from N1 sent to a) N2 and b) N-1 with reason 2
0.907793;N2;S1;H02;  - I am implied in the NACK with packet id #71
0.907793;N2;S1;H02;  - Interference sensed in destination 1 is greater than its CCA!
0.907793;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.907793;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.910228;N2;S1;G00; myTXFinished()
0.910228;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.910228;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.910228;N2;S0;F00;  - Resuming backoff at 0.000022 s
0.910250;N2;S0;F00; endBackoff()
0.910250;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.910250;N2;S1;Z01;    · Computed TX duration: 0.012962 s
0.910250;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.910250;N2;S1;F04;    · Transmission of packet #72 started
0.910250;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.910250;N2;S1;H00;  - NACK of packet #72 received from N1 sent to a) N2 and b) N-1 with reason 2
0.910250;N2;S1;H02;  - I am implied in the NACK with packet id #72
0.910250;N2;S1;H02;  - Interference sensed in destination 1 is greater than its CCA!
0.910250;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.910250;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.923212;N2;S1;G00; myTXFinished()
0.923212;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.923212;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.923212;N2;S0;F00;  - Resuming backoff at 0.000002 s
0.923214;N2;S0;F00; endBackoff()
0.923214;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.923214;N2;S1;Z01;    · Computed TX duration: 0.017900 s
0.923214;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.923214;N2;S1;F04;    · Transmission of packet #73 started
0.923214;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.923214;N2;S1;H00;  - NACK of packet #73 received from N1 sent to a) N2 and b) N-1 with reason 2
0.923214;N2;S1;H02;  - I am implied in the NACK with packet id #73
0.923214;N2;S1;H02;  - Interference sensed in destination 1 is greater than its CCA!
0.923214;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.923214;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.927124;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.927124;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.927124;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.927124;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.927124;N2;S1;E13;    · I am TXing. Do nothing.
0.927127;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.927127;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.927127;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.927127;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.927127;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.927127;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.927127;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.927127;N2;S1;D08;    · I am NOT the TX destination (N3)
0.930272;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.930272;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.930272;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.930272;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.930272;N2;S1;E13;    · I am TXing. Do nothing.
0.930387;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.930387;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.930387;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.930387;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.930387;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.930387;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.930387;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.930387;N2;S1;D08;    · I am NOT the TX destination (N3)
0.940820;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.940820;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.940820;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.940820;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.940820;N2;S1;E13;    · I am TXing. Do nothing.
0.940841;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.940841;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.940841;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.940841;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.940841;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.940841;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.940841;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.940841;N2;S1;D08;    · I am NOT the TX destination (N3)
0.941114;N2;S1;G00; myTXFinished()
0.941114;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.941114;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.941114;N2;S0;F00;  - Resuming backoff at 0.000069 s
0.941183;N2;S0;F00; endBackoff()
0.941183;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.941183;N2;S1;Z01;    · Computed TX duration: 0.042021 s
0.941183;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.941183;N2;S1;F04;    · Transmission of packet #74 started
0.941183;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.941183;N2;S1;H00;  - NACK of packet #74 received from N1 sent to a) N2 and b) N-1 with reason 2
0.941183;N2;S1;H02;  - I am implied in the NACK with packet id #74
0.941183;N2;S1;H02;  - Interference sensed in destination 1 is greater than its CCA!
0.941183;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.941183;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.943172;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.943172;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.943172;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.943172;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.943172;N2;S1;E13;    · I am TXing. Do nothing.
0.943206;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.943206;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.943206;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.943206;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.943206;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.943206;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.943206;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.943206;N2;S1;D08;    · I am NOT the TX destination (N3)
0.970729;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.970729;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.970729;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.970729;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.970729;N2;S1;E13;    · I am TXing. Do nothing.
0.970754;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.970754;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.970754;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.970754;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.970754;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.970754;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.970754;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.970754;N2;S1;D08;    · I am NOT the TX destination (N3)
0.983204;N2;S1;G00; myTXFinished()
0.983204;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.983204;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.983204;N2;S0;F00;  - Resuming backoff at 0.000026 s
0.983231;N2;S0;F00; endBackoff()
0.983231;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.983231;N2;S1;Z01;    · Computed TX duration: 0.013138 s
0.983231;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.983231;N2;S1;F04;    · Transmission of packet #75 started
0.983231;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.983231;N2;S1;H00;  - NACK of packet #75 received from N1 sent to a) N2 and b) N-1 with reason 2
0.983231;N2;S1;H02;  - I am implied in the NACK with packet id #75
0.983231;N2;S1;H02;  - Interference sensed in destination 1 is greater than its CCA!
0.983231;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.983231;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.996369;N2;S1;G00; myTXFinished()
0.996369;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.996369;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.996369;N2;S0;F00;  - Resuming backoff at 0.000022 s
0.996391;N2;S0;F00; endBackoff()
0.996391;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.996391;N2;S1;Z01;    · Computed TX duration: 0.012360 s
0.996391;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.996391;N2;S1;F04;    · Transmission of packet #76 started
0.996391;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.996391;N2;S1;H00;  - NACK of packet #76 received from N1 sent to a) N2 and b) N-1 with reason 2
0.996391;N2;S1;H02;  - I am implied in the NACK with packet id #76
0.996391;N2;S1;H02;  - Interference sensed in destination 1 is greater than its CCA!
0.996391;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.996391;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.998402;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.998402;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.998402;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.998402;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.998402;N2;S1;E13;    · I am TXing. Do nothing.
0.998417;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.998417;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.998417;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.998417;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
